organization,review_score,n_reviews,course_name,link,topics,Course Type,Commitment,Start Date,Cost,Class size,Location,Duration,hours_per_week
Berkeley Boot Camps,4.3,45,Data Science and Visualization - Part-Time (Belmont),https://bootcamp.berkeley.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$13,245",25.0,San Francisco,24 Weeks,10.0
Berkeley Boot Camps,4.3,45,Data Science and Visualization - Part-Time (Berkeley),https://bootcamp.berkeley.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, Git, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$13,245",25.0,San Francisco,24 Weeks,10.0
Berkeley Boot Camps,4.3,45,Data Science and Visualization - Part-Time (San Francisco),https://bootcamp.berkeley.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$13,245",25.0,San Francisco,24 Weeks,10.0
Berkeley Boot Camps,4.3,45,Financial Technology (Online) - Part-Time,https://bootcamp.berkeley.edu/fintech/online/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Crypocurrency, SQL, Python, Machine Learning, Blockchain",Online,Part Time,Rolling Start Date,"$11,995",25.0,San Francisco,24 Weeks,10.0
Berkeley Boot Camps,4.3,45,Financial Technology - Part-Time,https://bootcamp.berkeley.edu/fintech/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Crypocurrency, SQL, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,"$11,995",25.0,San Francisco,24 Weeks,10.0
DataCamp,3.95,45,Data Analyst,,"R, SQL, Python",Online,Part Time,Rolling Start Date,$300,,Online,,64.0
DataCamp,3.95,45,Data Scientist,,Python,Online,Part Time,Rolling Start Date,$300,,Online,,94.0
DataCamp,3.95,45,Python Programmer,,"Cryptography, Python",Online,Part Time,Rolling Start Date,$300,,Online,,36.0
Wild Code School,4.94,41,Data analysis,https://odyssey.wildcodeschool.com/,"Data Visualization, Product Management, Data Analytics, Data Structures, Business Intelligence, Artificial Intelligence, Agile, Python, Machine Learning",In Person,Full Time,None scheduled,,20.0,"Lisbon, Brussels, Paris, Lyon, Bordeaux, Marseille, Lille, Nantes",20 Weeks,35.0
Nashville Software School,4.65,40,Analytics Jumpstart,http://nashvillesoftwareschool.com/programs/analytics-jumpstart,"Data Visualization, Data Analytics, SQL, Python",In Person,Part Time,None scheduled,$650,25.0,Nashville,3 Weeks,12.0
Nashville Software School,4.65,40,Data Science Bootcamp,http://nashvillesoftwareschool.com/#upcoming-programs,"Data Science, Git, R, Data Visualization, SQL, Python, Machine Learning",In Person,Part Time,"September 8, 2020","$12,500",25.0,Nashville,39 Weeks,15.0
Nashville Software School,4.65,40,Full-Time Data Analytics Bootcamp,http://nashvillesoftwareschool.com/#upcoming-programs,"Data Visualization, Data Structures, Business Intelligence, SQL, Python",In Person,Full Time,"September 14, 2020","$7,500",25.0,Nashville,15 Weeks,35.0
Nashville Software School,4.65,40,"Full-Time Web Developer Bootcamp, Python and Django",http://nashvillesoftwareschool.com/#upcoming-programs,"HTML, Git, JavaScript, Django, CSS, React.js, Front End, SQL, Python",In Person,Full Time,"July 6, 2020","$12,500",27.0,Nashville,24 Weeks,35.0
Nashville Software School,4.65,40,Part-Time Data Analytics Bootcamp,http://nashvillesoftwareschool.com/#upcoming-programs,"Data Visualization, Excel, Data Analytics, Data Structures, Business Intelligence, SQL, Python",In Person,Part Time,"July 7, 2020","$7,500",25.0,Nashville,24 Weeks,15.0
Nashville Software School,4.65,40,"Part-Time Web Developer Bootcamp, Python and Django",http://nashvillesoftwareschool.com/#upcoming-programs,"HTML, Git, JavaScript, Django, CSS, React.js, Front End, SQL, Python",In Person,Part Time,None scheduled,"$12,500",25.0,Nashville,52 Weeks,15.0
CodingNomads,4.95,38,Java + JavaScript Fullstack Engineering,http://codingnomads.co/apply/,"MySQL, HTML, Git, JavaScript, CSS, React.js, Data Structures, Algorithms, Java, Front End, SQL",In Person,Full Time,None scheduled,"$6,950",3.0,Bali,18 Weeks,50.0
CodingNomads,4.95,38,Learn Java Online,https://codingnomads.co/apply,"MySQL, Git, Data Structures, Algorithms, Java, SQL",Online,Part Time,Rolling Start Date,$99,,Online,,
CodingNomads,4.95,38,Learn Python Online,https://codingnomads.co/apply,"MySQL, Git, Algorithms, SQL, Python",Online,Part Time,Rolling Start Date,$99,,Online,,
CodingNomads,4.95,38,Python Fullstack web development,https://codingnomads.co/apply,"MySQL, HTML, Git, CSS, Data Structures, Algorithms, SQL, Python",In Person,Full Time,None scheduled,"$6,950",8.0,Bali,15 Weeks,50.0
University of Toronto School of Continuing Studies Boot Camps,3.97,38,Cybersecurity - Part-Time,https://bootcamp.learn.utoronto.ca/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,500",25.0,Toronto,24 Weeks,10.0
University of Toronto School of Continuing Studies Boot Camps,3.97,38,Data Science and Visualization (Online) - Part-Time,https://bootcamp.learn.utoronto.ca/data/online/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",Online,Part Time,Rolling Start Date,"$10,500",25.0,Toronto,24 Weeks,20.0
University of Toronto School of Continuing Studies Boot Camps,3.97,38,Data Science and Visualization - Part-Time,https://bootcamp.learn.utoronto.ca/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,500",25.0,Toronto,24 Weeks,10.0
Ubiqum Code Academy,4.0,36,"Data Analytics & Machine Learning, Full-Time On-site",https://www.ubiqum.com/courses/data-analytics-machine-learning-amsterdam/,"Data Science, R, Data Visualization, Data Analytics, Data Structures, Algorithms, Business Intelligence, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,"€9,900",20.0,"Madrid, Barcelona, Berlin, Amsterdam",20 Weeks,40.0
Ubiqum Code Academy,4.0,36,"Data Analytics & Machine Learning, Part Time Offsite",https://www.ubiqum.com/courses/data-analyst-part-time/,"MySQL, Data Science, R, Data Visualization, Data Structures, Algorithms, SQL, Python",In Person,Part Time,Rolling Start Date,"€5,500",10.0,"Madrid, Barcelona, Berlin, Amsterdam",,15.0
GW Boot Camps,4.5,34,Cybersecurity - Part-Time,https://bootcamp.cps.gwu.edu/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$11,995",25.0,Arlington,24 Weeks,10.0
GW Boot Camps,4.5,34,Data Analytics (Online) - Part-Time,https://bootcamp.cps.gwu.edu/data/online/?utm_source=coursereport&utm_medium=ApplyNow,"Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, Python, Machine Learning",Online,Part Time,Rolling Start Date,"$9,992",25.0,Arlington,24 Weeks,10.0
GW Boot Camps,4.5,34,Data Science and Visualization - Part-Time,,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,000",25.0,Arlington,24 Weeks,10.0
GW Boot Camps,4.5,34,Financial Technology - Part-Time,https://bootcamp.cps.gwu.edu/fintech/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,"$10,000",24.0,Arlington,24 Weeks,20.0
University of Denver Boot Camps,4.79,33,Cybersecurity - Part-Time,https://bootcamp.du.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Denver,24 Weeks,10.0
University of Denver Boot Camps,4.79,33,Data Science and Visualization - Part-Time,https://bootcamp.du.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,500",25.0,Denver,24 Weeks,10.0
University of Arizona Boot Camps,4.67,30,Data Science and Visualization - Part-Time,https://bootcamp.ce.arizona.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$11,745",25.0,Phoenix,24 Weeks,10.0
UNC Charlotte Boot Camps,4.62,30,Cybersecurity - Part-Time,https://bootcamp.uncc.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Charlotte,24 Weeks,10.0
UNC Charlotte Boot Camps,4.62,30,Data Science and Visualization - Part-Time,https://bootcamp.uncc.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Charlotte,24 Weeks,10.0
UNC Charlotte Boot Camps,4.62,30,Financial Technology - Part-Time,https://bootcamp.uncc.edu/fintech/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Charlotte,24 Weeks,10.0
The Data Incubator,4.79,29,Applied Machine Learning Online Course,https://www.thedataincubator.com/machine-learning.html,"Data Science, Python, Machine Learning",Online,Part Time,None scheduled,"$3,495",,Online,8 Weeks,6.0
The Data Incubator,4.79,29,Artificial Intelligence with TensorFlow and Keras,,"Data Science, Artificial Intelligence, Machine Learning",Online,Part Time,None scheduled,"$1,695",,Online,3 Weeks,6.0
The Data Incubator,4.79,29,Data Science Fellowship,http://www.thedataincubator.com/fellowship.html#apply?utm_source=coursereport&utm_medium=schoolpage,"Data Science, Data Visualization, Hadoop, Spark, Data Analytics, Data Structures, Algorithms, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,$0,70.0,"San Francisco, New York City, Washington, Online",8 Weeks,45.0
The Data Incubator,4.79,29,Data Science for Business Leaders Online Course,https://www.thedataincubator.com/business-leaders.html,"Data Science, Business Intelligence",Online,Part Time,None scheduled,"$1,095",,Online,1 Week,8.0
The Data Incubator,4.79,29,Data Science Foundations Online Course,,"Data Science, Data Visualization, Data Analytics, Data Structures, SQL, Python",Online,Part Time,None scheduled,"$3,495",,Online,8 Weeks,6.0
The Data Incubator,4.79,29,Data Visualization with Python Online Course,,"Data Science, Data Visualization, Data Analytics, Python",Online,Part Time,None scheduled,"$1,695",,Online,3 Weeks,6.0
The Data Incubator,4.79,29,Introduction to Python for Data Science,https://www.thedataincubator.com/intro-python.html,"Data Science, Python",Online,Part Time,None scheduled,$199,,Online,1 Week,3.0
UC San Diego Extension Boot Camps,4.75,29,Cybersecurity - Part-Time,https://bootcamp.extension.ucsd.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$11,495",25.0,San Diego,24 Weeks,10.0
UC San Diego Extension Boot Camps,4.75,29,Data Science and Visualization - Part-Time,https://bootcamp.extension.ucsd.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, Git, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$11,495",25.0,San Diego,24 Weeks,10.0
UC Irvine Boot Camps,4.22,29,Cybersecurity - Part-Time,https://bootcamp.ce.uci.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,None scheduled,"$11,995",25.0,Irvine,24 Weeks,10.0
UC Irvine Boot Camps,4.22,29,Data Science and Visualization - Part-Time,https://bootcamp.ce.uci.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$11,995",25.0,Irvine,24 Weeks,10.0
Codeup,4.54,26,Data Science,https://codeup.com/apply/,"Data Science, Git, R, Data Visualization, Excel, Hadoop, Spark, Data Analytics, Data Structures, Algorithms, SQL, Python, Machine Learning",In Person,Full Time,"June 15, 2020","$27,500",25.0,San Antonio,19 Weeks,40.0
Pragra,5.0,25,Machine Learning - Beginner to Advanced,https://pragra.co/learning/ml,"Data Science, Artificial Intelligence, Python, Blockchain",In Person,Full Time,Rolling Start Date,"$6,000",15.0,Toronto,20 Weeks,5.0
The Dev Masters,4.82,23,Data Science for Professionals,https://www.thedevmasters.com/5-day-data-science-program,"MySQL, Data Science, Data Visualization, Spark, Data Analytics, Data Structures, Algorithms, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,"$4,995",10.0,"Irvine, Los Angeles",1 Week,
The Dev Masters,4.82,23,Mastering Applied Data Science,https://www.thedevmasters.com/mastering-applied-data-science,"MySQL, Data Science, Data Visualization, Spark, Data Analytics, Data Structures, Algorithms, Business Intelligence, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"$9,995",,"Irvine, Los Angeles",12 Weeks,
The Dev Masters,4.82,23,Mastering Applied Data Science with Deep Learning,https://www.thedevmasters.com/machine-learning-data-science-deep-learning,"MySQL, Data Science, Data Visualization, Spark, Data Analytics, Data Structures, Algorithms, Business Intelligence, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"$14,995",,"Irvine, Los Angeles",16 Weeks,
AttainU,3.29,22,Full-Stack Web Development Course,https://www.attainu.com/apply,"MySQL, MongoDB, HTML, Git, JavaScript, jQuery, User Experience Design, CSS, DevOps, Express.js, React.js, Linux, Data Structures, Algorithms, Node.js, Front End, Scrum, SQL",Online,Full Time,None scheduled,₹0,50.0,"Bangalore, Online",30 Weeks,40.0
JUMP by Cognixia,4.85,21,Big Data,https://www.cognixia.com/us/courses/category/big-data/,"MySQL, Data Science, Data Visualization, Data Analytics, Data Structures, SQL",Online,Full Time,Rolling Start Date,,30.0,"Raleigh, Dallas",8 Weeks,35.0
JUMP by Cognixia,4.85,21,Cyber Security,,"Penetration Testing, Ethical Hacking, Java, Front End, Network Security, Python",Online,Full Time,None scheduled,,30.0,"Jersey City, Raleigh, Dallas",8 Weeks,35.0
JUMP by Cognixia,4.85,21,Machine Learning,https://www.cognixia.com/us/course/machine-learning-ai-and-deep-learning/,"Artificial Intelligence, Machine Learning",Online,Full Time,None scheduled,,30.0,"Jersey City, Dallas",8 Weeks,35.0
Divergence Academy,5.0,20,Cybersecurity CORE Technical,https://divergence.academy/core,Python,In Person,Full Time,None scheduled,"$13,000",15.0,Dallas,17 Weeks,
Divergence Academy,5.0,20,Cybersecurity Penetration Tester,https://divergence.academy/pentest,Python,In Person,Full Time,None scheduled,"$18,000",15.0,Dallas,17 Weeks,40.0
Divergence Academy,5.0,20,Data Science Immersive,https://divergenceacademy.com/datascience/apply/,"Hadoop, Python",In Person,Full Time,None scheduled,"$17,000",12.0,Dallas,14 Weeks,40.0
Divergence Academy,5.0,20,Data Science Part-Time,https://divergenceacademy.com/data-science-60,"Spark, SQL, Python",In Person,Part Time,None scheduled,"$3,500",15.0,Dallas,5 Weeks,10.0
Divergence Academy,5.0,20,Deep Learning,https://divergenceacademy.com/deeplearning,"Data Science, Hadoop, Python, Machine Learning",In Person,Part Time,None scheduled,"$3,500",15.0,Dallas,5 Weeks,10.0
Data Science Retreat,4.68,19,Data Science,https://datascienceretreat.com/lastform/1,"Data Science, Git, R, Spark, Data Analytics, Algorithms, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,"€12,500",12.0,Berlin,12 Weeks,40.0
SMU Boot Camps,5.0,18,Data Science and Visualization - Part-Time,https://techbootcamps.smu.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Dallas,24 Weeks,10.0
SMU Boot Camps,5.0,18,Financial Technology - Part-Time,https://techbootcamps.smu.edu/fintech/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Dallas,24 Weeks,20.0
SoftStack Factory,4.94,18,Data Science 1: Intro to Python for Data Science,https://www.softstackfactory.com/apply-now,"Data Science, Data Visualization, Data Analytics, Data Structures, Python",In Person,Part Time,None scheduled,$125,,San Diego,4 Weeks,8.0
SoftStack Factory,4.94,18,Data Science 2: Data Science & Machine Learning,https://www.softstackfactory.com/apply-now,"Data Science, Data Visualization, Data Analytics, Data Structures, Python, Machine Learning",In Person,Part Time,None scheduled,$250,,San Diego,8 Weeks,8.0
SoftStack Factory,4.94,18,Web Dev 4 - Real World Project,https://www.softstackfactory.com/apply-now,"AngularJS, MongoDB, HTML, Git, JavaScript, Mobile, CSS, Express.js, Data Structures, Algorithms, Node.js, Front End",In Person,Part Time,None scheduled,$250,25.0,San Diego,8 Weeks,8.0
Dataquest,4.94,17,Data Analyst,,Python,In Person,Full Time,None scheduled,,,Online,,
Dataquest,4.94,17,Data Engineer,https://www.dataquest.io/path/data-engineer,"Data Science, Data Structures, Algorithms",In Person,Full Time,None scheduled,,,Online,,
Dataquest,4.94,17,Data Scientist,,Python,In Person,Full Time,None scheduled,,,Online,,
Principal Analytics Prep,4.88,17,Certified Data Specialist,http://principalanalyticsprep.com/login/?utm_source=coursereport&utm_medium=schoolpage,"MySQL, Data Science, MongoDB, HTML, Git, R, Digital Marketing, JavaScript, Excel, Design, Hadoop, Product Management, User Experience Design, CSS, SEO, iOS, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,"$20,000",,New York City,11 Weeks,
Columbia Engineering Boot Camps,4.88,17,Cybersecurity - Part-Time,https://bootcamp.cvn.columbia.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$12,995",25.0,New York City,24 Weeks,10.0
Columbia Engineering Boot Camps,4.88,17,Data Analytics (Online) - Part-Time,https://bootcamp.cvn.columbia.edu/data/online/?utm_source=coursereport&utm_medium=ApplyNow,"Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, Python, Machine Learning",Online,Part Time,Rolling Start Date,"$12,995",25.0,New York City,24 Weeks,10.0
Columbia Engineering Boot Camps,4.88,17,Data Analytics - Part-Time,https://bootcamp.cvn.columbia.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, Git, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$12,995",50.0,New York City,24 Weeks,10.0
Columbia Engineering Boot Camps,4.88,17,Data Analytics - Part-Time (Brooklyn),https://bootcamp.cvn.columbia.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$12,995",25.0,New York City,24 Weeks,10.0
Columbia Engineering Boot Camps,4.88,17,Financial Technology - Part-Time,https://bootcamp.cvn.columbia.edu/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,"$12,995",27.0,New York City,24 Weeks,10.0
Israel Tech Challenge,4.13,17,Bootcamp,http://bootcamp.israeltechallenge.com/,"MySQL, MongoDB, HTML, JavaScript, CSS, Python",In Person,Full Time,None scheduled,,15.0,Tel Aviv,24 Weeks,50.0
Case Western Reserve University Boot Camps,5.0,16,Cybersecurity - Part-Time,https://bootcamp.case.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Cleveland,24 Weeks,10.0
Case Western Reserve University Boot Camps,5.0,16,Data Science and Visualization - Part-Time,https://bootcamp.case.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Cleveland,24 Weeks,10.0
VIVADATA,4.94,16,Machine Learning,https://vivadata.typeform.com/to/WZgJHh?utm_source=CourseReport&utm_medium=SchoolPage,"Data Science, Data Visualization, Data Analytics, Data Structures, Algorithms, Artificial Intelligence, Python, Machine Learning",In Person,Full Time,None scheduled,"€3,500",,Paris,10 Weeks,40.0
Vanderbilt University Boot Camps,4.81,16,Cybersecurity - Part-Time,https://bootcamps.vanderbilt.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Nashville,24 Weeks,20.0
Vanderbilt University Boot Camps,4.81,16,Data Science and Visualization (Online) - Part-Time,https://bootcamps.vanderbilt.edu/data/online/?utm_source=coursereport&utm_medium=ApplyNow,"Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, Python, Machine Learning",Online,Part Time,Rolling Start Date,"$10,995",25.0,Nashville,24 Weeks,10.0
Vanderbilt University Boot Camps,4.81,16,Data Science and Visualization - Part-Time,https://bootcamps.vanderbilt.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Nashville,24 Weeks,10.0
Vanderbilt University Boot Camps,4.81,16,Financial Technology - Part-Time,https://bootcamps.vanderbilt.edu/fintech/?utm_source=coursereport&utm_medium=ApplyNow,"Excel, Algorithms, Crypocurrency, Python, Machine Learning, Blockchain",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Nashville,24 Weeks,10.0
Deep Dive Coding,4.33,15,Deep Dive Data Science - Fulltime,https://deepdivecoding.com/apply-now/,"Data Science, R, Data Visualization, Data Analytics, Data Structures, Artificial Intelligence, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,"$9,995",12.0,Albuquerque,12 Weeks,40.0
Deep Dive Coding,4.33,15,Deep Dive Data Science - Part-time,https://deepdivecoding.com/apply-now/,"Data Science, R, Data Visualization, Data Analytics, Data Structures, SQL, Python",In Person,Part Time,None scheduled,"$9,995",16.0,Albuquerque,24 Weeks,16.0
Deep Dive Coding,4.33,15,Deep Dive Fullstack Web Development,https://deepdivecoding.com/apply-now/,"MySQL, HTML, JavaScript, Design, CSS, React.js, Data Structures, Front End, Scrum, Agile",In Person,Full Time,None scheduled,"$6,995",16.0,Albuquerque,10 Weeks,40.0
KU Boot Camps,4.92,13,Cybersecurity - Part-Time,https://bootcamp.ku.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Kansas City,24 Weeks,10.0
KU Boot Camps,4.92,13,Data Science and Visualization - Part-Time,https://bootcamp.ku.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$9,500",25.0,Kansas City,24 Weeks,10.0
UC Davis Boot Camps,4.85,13,Cybersecurity - Part-Time,https://bootcamp.ucdavis.edu/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,None scheduled,"$10,995",27.0,Sacramento,24 Weeks,10.0
UC Davis Boot Camps,4.85,13,Data Science and Visualization - Part-Time,,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$10,995",25.0,Sacramento,24 Weeks,10.0
Promotable,5.0,12,Data Analytics,https://www.promotable.io/enroll?utm_source=coursereport&utm_medium=schoolpage,"MySQL, Data Science, Data Visualization, Excel, Data Structures, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"$2,000",10.0,"Washington, Chicago",6 Weeks,5.0
Promotable,5.0,12,Data Jump Start,,,In Person,Full Time,None scheduled,,,"Washington, Chicago",,
Promotable,5.0,12,Python for Data Science,http://www.promotable.io/,"Data Science, Git, Data Structures, Python",In Person,Full Time,None scheduled,"$2,000",10.0,Chicago,5 Weeks,5.0
Code Belgium,5.0,12,Fullstack Software Engineering BootCamp,https://www.codebelgium.com/apply?utm_source=CourseReport&utm_medium=SchoolPage,"MySQL, HTML, Git, PHP, R, JavaScript, CSS, Wordpress, iOS, Java, SQL, Python",In Person,Full Time,None scheduled,"€6,000",,Brussels,9 Weeks,40.0
Code Belgium,5.0,12,Remote Software Engineering Program,https://codebelgium.com/courses/coding-remote,"MySQL, HTML, Git, PHP, C#, R, JavaScript, .NET, Hadoop, CSS, Game Development, Algorithms, Android, Front End, SQL, Python",Online,Part Time,None scheduled,€300,,Brussels,52 Weeks,
Codecool,5.0,11,Full-stack developer course,,"MySQL, AngularJS, Data Science, HTML, Git, PHP, C#, JavaScript, .NET, Data Visualization, Objective-C, Design, Product Management, Mobile, CSS, DevOps, Express.js, React.js, Linux, Data Analytics, Ethical Hacking, Data Structures, Algorithms, Android, Node.js, iOS, Java, Front End, Swift, Scrum, SQL, Python, Machine Learning",In Person,Full Time,Rolling Start Date,"€5,000",60.0,"Miskolc, Kraków, Warsaw, Budapest",52 Weeks,25.0
Codecool,5.0,11,Weekend course,https://codecool.com/,"MySQL, AngularJS, HTML, Git, C#, JavaScript, .NET, Data Visualization, Product Management, Mobile, DevOps, Linux, Data Structures, Node.js, Java, Front End, Scrum, Agile, Python",In Person,Part Time,Rolling Start Date,"€5,000",,"Kraków, Warsaw, Budapest",52 Weeks,16.0
allWomen,4.91,11,Data Science Immersive,https://www.allwomen.tech/apply-now/?utm_source=CourseReport&utm_medium=SchoolPage,"Data Science, Data Visualization, Data Analytics, Data Structures, Algorithms, Artificial Intelligence, Python, Machine Learning",In Person,Full Time,None scheduled,"€6,950",15.0,Barcelona,10 Weeks,45.0
